Line,HTLC,BA,BD,BLC,CWAC,CWAL,DBH,HT,rootnum,rootnumbin,gall,rustbin,c5c6,density,lateWood.4,lignin,stiffnessTree
1082164,-2.294,-0.2662,-0.009886,-0.1649,-15.75,-2.045,-1.99,-108.8,0.08281,0.04299,-0.3708,-0.1518,0.2051,-0.309,-0.02791,0.2593,-0.1086
1093754,3.098,-0.6879,-0.08064,-0.1339,21.64,10.84,-0.1116,6.819,0.1552,0.1274,0.03825,0.0709,0.1249,-0.2332,0.1642,-0.1124,0.1342
1081412,12.92,-7.342,-0.1171,0.02421,29.11,11.94,2.157,118.4,0.09786,0.05442,-0.2654,-0.1356,0.331,-0.5235,-0.4386,0.2728,-0.4734
1092222,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.1581,0.07769,0.02045,-0.07105,0.06175,0.4797,0.3528,-0.3268,-0.9724
1084048,9.173,5.583,0.04865,0.3184,1.237,-0.6268,0.6966,53.79,-0.2603,-0.08339,0.5861,0.3472,0.4896,0.4586,0.2142,-0.1428,0.4296
1083234,27.92,4.461,-0.1075,0.3984,-23.4,-7.524,-0.6045,-16.23,0.04058,-0.01734,-0.199,-0.09378,0.7843,0.649,0.4936,0.03517,0.3088
1083818,-24.41,5.059,0.06883,-0.06208,17.94,10.71,0.2581,-11.2,0.3195,0.1287,0.3205,0.1742,1.21,-0.01152,0.06276,-0.5668,-0.4779
1083946,-4.131,4.17,0.03544,-0.03759,14.64,2.663,0.1471,37.35,0.2211,0.05645,0.021864132,0.000104009,1.353,0.01894,0.2731,-0.5918,-0.6477
1094054,-15.65,-3.341,-0.04586,0.08951,22.32,23.67,0.9405,53.24,0.2589,0.1052,0.021864132,0.000104009,-0.4334,-0.5824,-0.04454,0.1629,0.1743
1086884,-1.317,4.456,-0.08352,-0.06317,-67.02,-22.57,-2.768,-154,0.2918,0.07951,-0.323,-0.151,0.6339,0.6322,0.4825,-0.1668,0.01905
1084050,5.346,3.167,0.03551,0.2247,-11.54,-4.449,0.08814,4.529,-0.1833,-0.024,0.6912,0.3547,0.2035,-0.2332,-0.333,-0.01759,0.4877
1088230,-3.583,-2.208,0.06181,-0.2262,48.47,18.18,0.8058,46.05,0.1211,0.1053,-0.2401,-0.1356,1.076,0.01948,0.3542,-0.2394,0.05578
1094118,4.98,-4.972,-0.01162,-0.2493,19.44,17.44,0.5649,41.46,-0.03048,-0.006826,0.02935,0.03447,-0.5799,-0.919,-0.2897,0.3524,0.1213
1084092,5.959,3.406,0.1437,0.02429,14.25,0.8019,-0.2823,41.93,-0.1277,-0.05496,0.7424,0.3076,0.5813,-0.4853,-0.1562,-0.196,0.8791
1088212,-1.177,-7.926,-0.05708,-0.3329,29.9,24.62,0.5297,24.13,0.03583,0.05521,-0.2035,-0.1272,0.8963,0.1716,0.4292,-0.07245,0.2676
1087250,30.97,1.046,-0.1917,0.0005482,-32.13,-7.393,-0.5558,-32.86,0.2845,0.1816,-0.2741,-0.05566,0.4887,0.2259,0.2174,0.1847,0.2615
1085612,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.284,0.07863,0.1487,0.1457,0.3965,1.056,0.9292,-0.1352,-0.06946
1090852,1.761,5.831,-0.006042,-0.008114,-20.97,-13.12,-0.4333,14.12,0.07747,0.04637,0.4407,0.2435,0.2219,0.3412,0.5207,-0.1123,0.5953
1090098,16.77,-5.692,0.1906,-0.2161,31.53,20.26,0.2736,7.967,-0.02627,-0.02152,-0.1961,-0.09937,-0.5423,-0.7176,-0.8256,0.4801,-0.7445
1081330,-8.564,-0.3461,-0.01887,-0.1831,37.05,-1.585,-0.2537,-23.17,-0.18,-0.004755,0.4723,0.176,-0.5728,0.03554,-0.3711,0.07808,0.4894
1080186,8.775,-6.392,-0.1612,0.6991,-12.55,-5.438,0.3898,-0.1432,0.2899,0.07678,-0.2567,-0.08989,-0.3261,0.09373,-0.1603,0.3637,-0.09142
1081358,-12.57,-1.297,0.04205,0.2619,4.569,1.275,0.07746,-0.01119,-0.3439,-0.1365,0.021864132,0.000104009,-0.7936,0.03554,-0.5869,0.3036,0.2557
1087458,11.33,-0.08035,-0.1135,0.199,-24.33,-9.714,-0.04797,33.4,-0.09497,-0.1042,-0.008522,-0.05395,0.7637,0.912,0.5941,-0.1419,-0.01289
1089844,3.033,-3.04,0.007183,0.05999,10.61,11.85,0.8793,66.31,0.4404,0.1477,-0.709,-0.2934,1.026,0.6611,0.2047,-0.2158,0.5281
1084122,18.73,5.251,0.1214,0.3403,-42.38,-11.55,0.8271,34.62,-0.1873,-0.08046,0.5358,0.2605,0.893,-0.1494,-0.3743,-0.3067,0.1578
1084346,-0.8132,-0.725,-0.05685,-0.3233,-22.21,-6.689,-0.7273,15.69,-0.03146,-0.02181,-0.4684,-0.2161,-0.1799,-0.1174,-0.1772,0.184,0.09709
1080622,10.13,1.086,-0.05438,-0.02694,-41.36,-26.53,-1.469,-50.44,-0.368,-0.119,0.5832,0.3514,1.029,-1.178,0.01598,-0.1736,0.3808
1080920,-24.88,0.995,0.01513,-0.4589,28.97,-5.545,-1.944,-112.4,-0.1096,-0.01763,-0.3351,-0.04918,0.9057,0.4781,0.07981,-0.253,-0.9181
1086408,-3.793,1.419,-0.01908,-0.4479,18.85,12.48,0.3551,-80.55,-0.2423,-0.05848,0.3484,0.05503,-0.5418,0.3684,0.2574,-0.06663,-0.8173
1085780,-8.506,4.747,0.002855,-0.2161,-20.04,-0.7019,-0.1154,14.55,0.1891,0.09167,0.1673,0.1167,0.546,1.267,1.034,-0.1715,-0.1018
1084406,29.17,-2.684,-0.03397,0.5233,5.757,-2.44,0.2466,-15.79,0.1007,0.06672,0.131,-0.08024,-0.3846,-0.3992,-0.3761,0.08201,0.09011
1093712,-2.42,0.2418,-0.1106,0.0792,8.335,10.61,-0.01247,21.17,0.2031,0.128,0.021864132,0.000104009,0.6173,-0.4024,0.04907,-0.09376,0.2864
1091068,-6.017,2.881,0.05864,-0.2242,30.79,7.11,0.6912,13.36,-0.1478,-0.06199,0.3175,0.224,-1.119,-0.2242,0.08303,0.1072,0.8431
1094066,-1.344,-1.846,-0.01667,0.2787,2.637,19.02,0.725,60.39,0.186,0.01226,-0.4011,-0.1505,-0.1438,-0.4066,-0.03521,0.285,-0.07014
1084642,23.71,2.869,-0.07725,0.3609,-19.55,-7.868,-0.3773,60.32,0.04602,0.02371,0.1133,0.0259,0.3951,0.7902,0.4105,-0.1136,0.2768
1084248,6.007,2.273,-0.03723,-0.2135,7.23,-11.31,-0.5543,-23.7,-0.01744,0.002412,-0.4696,-0.2114,0.5005,-0.2964,-0.2536,-0.108,0.3705
1082618,7.341,4.301,-0.00284,-0.1348,-51.09,-17.51,-0.3153,-96.18,-0.2995,-0.1601,-0.03421,-0.1471,-0.3821,-0.8355,-0.1104,0.06988,0.5237
1080886,-25.97,2.896,0.04048,-0.6699,29.24,-3.351,-0.9328,-88.72,0.09219,0.03855,-0.271,0.05826,0.5791,0.2516,-0.2361,-0.1928,-0.9516
1092168,3.505,-6.393,-0.08834,0.3292,-20.39,3.016,0.005703,-27.79,0.166,0.05571,-0.106,0.07707,-0.6068,-0.7683,-0.476,0.3662,-0.1509
1091608,-6.313,-0.9392,-0.07374,-0.3865,-27.53,-8.855,-0.7148,32.02,0.04529,-0.01894,0.021864132,0.000104009,0.2581,0.8618,0.7491,-0.0858,0.6232
1081450,32.67,-8.774,-0.1113,0.135,-16.91,4.943,0.3089,58.86,0.2618,0.1047,-0.2516,-0.1264,0.2531,-0.763,-0.192,0.2167,-0.5385
1084462,33.89,-3.107,-0.0557,0.3625,-4.89,8.735,1.491,55.18,0.1308,0.07995,0.2925,0.01497,-0.5417,-0.2595,-0.0531,0.3036,-0.1982
1080830,-22.77,3.837,0.02758,-0.3292,5.482,-7.472,-1.96,-93.82,0.07852,0.06046,-0.1573,0.09261,1.144,0.4537,-0.3291,-0.4045,-0.6763
1090412,-7.396,-6.681,0.04184,0.2178,29.79,2.496,0.9529,14.78,-0.1545,-0.05835,-0.1384,-0.04441,-0.7516,-0.1902,-0.4595,0.1907,-0.1298
1086032,21.79,-6.787,-0.0563,0.005393,7.552,0.7937,1.212,57.17,0.2391,0.09066,0.2847,-0.03697,-0.886,0.4039,0.08632,-0.3833,-0.7369
1082696,9.287,-0.6541,-0.07776,0.4216,-38.88,-12.45,-0.2613,-19.63,-0.105,-0.03394,0.01382,-0.1001,0.5473,-0.6155,0.05443,0.02519,0.09758
1084408,14.94,2.361,-0.01313,0.519,-31.04,-4.384,0.4008,14.71,0.01145,0.04237,0.1529,-0.07451,-0.14,-0.3788,-0.2244,0.309,0.4145
1090104,7.103,-3.87,0.1402,0.1967,19.82,16.37,0.4528,15.51,-0.1507,-0.02018,0.1038,0.02297,-1.341,-0.8345,-0.917,0.7334,-0.9354
1086910,27.16,5.577,-0.1157,0.5575,-17.05,-12.75,-0.7542,-0.8342,-0.06581,-0.02443,-0.3178,-0.1459,0.2042,0.7237,0.3099,0.009035,0.3012
1081842,-2.575,-1.549,-0.01789,0.06898,-9.132,-4.404,-1.266,-73.82,-0.1996,-0.04287,-0.1186,0.07535,-1.583,0.8343,0.03889,0.3798,-0.1087
1088822,-8.804,-6.933,-0.1076,-0.1838,33.09,9.586,0.6732,66.51,0.3365,0.1411,-0.005343,0.04146,-0.1082,1.916,1.262,0.0006458,0.6511
1081570,4.668,3.416,0.06784,0.1895,22.08,20.28,1.212,49,0.3835,0.1433,-0.02487,-0.04646,-0.3955,-1.042,-0.723,0.3432,-0.4123
1084272,2.544,2.939,-0.07457,-0.3614,-4.302,-7.405,-0.5473,29.84,-0.02903,-0.04313,-0.4803,-0.2193,0.2909,-0.1956,0.08965,-0.07351,0.1732
1081342,-13.44,3.262,0.08064,-0.1394,3.371,-4.105,-0.7256,-56.61,-0.07556,0.006169,0.6889,0.2563,-0.3884,0.02373,-0.2148,-0.03423,0.3341
1092890,7.185,0.9863,0.1154,0.1674,33.82,10.81,0.9375,-8.9,0.2794,0.09721,0.0229,0.01223,1.068,-0.8414,-0.3427,0.06347,0.1358
1081724,40.42,-1.838,-0.03264,0.9012,6.816,2.692,1.561,52.6,-0.214,-0.09059,0.021864132,0.000104009,0.5987,-0.4309,-0.3875,-0.4161,-0.9343
1081270,8.377,1.387,-0.001313,0.248,6.778,-9.154,-0.2131,-7.483,-0.06824,-0.04878,0.5226,0.2006,-0.5902,0.1639,-0.4357,0.1603,0.7346
1087680,-7.876,-1.241,0.006929,0.259,46.4,22.11,1.502,75.43,0.3406,0.1879,-0.0734,0.06518,-1.134,-0.8673,-0.1914,0.632,0.04761
1092416,0.9035,7.217,-0.04739,0.322,12.55,-0.8631,0.4839,63.78,-0.1864,-0.05054,-0.09491,0.07033,-1.965,-0.2005,-0.1886,0.5051,0.7877
1081692,7.838,-2.572,-0.02162,0.2511,12.44,9.122,0.724,31.13,-0.005708,0.0365,0.486,0.08426,0.3091,-0.3406,-0.3252,-0.4753,-0.291
1090422,-15.61,-7.042,0.04295,0.2747,44.29,4.902,0.7003,11.79,-0.1665,-0.05416,-0.2209,-0.1192,-1.544,0.4449,-0.2027,0.4255,-0.4132
1092320,-12.22,3.214,0.07035,-0.054,29.27,8.478,1.059,22.66,0.02534,-0.0134,0.021864132,0.000104009,-0.07741,0.3707,0.7712,-0.2029,-0.977
1080030,21.01,-0.6305,-0.1454,0.6824,-14.54,-2.967,0.2216,11.34,0.3679,0.157,-0.1253,0.02685,-0.2713,0.381,-0.04933,0.2372,0.05711
1086914,27.64,2.471,-0.1378,0.2335,-63.22,-22.81,-1.032,-13.16,-0.00186,-0.0213,-0.1062,0.03865,0.5662,0.6938,0.07463,-0.1252,0.01905
1087124,13.13,0.4785,0.04994,0.3262,36.83,18.3,1.355,34.05,0.02017,0.07896,0.5733,0.2634,1.063,0.1795,0.04808,-0.4115,0.04222
1080408,12.12,-6.239,-0.1994,0.035,-74.85,-30.16,-1.886,-27.8,-0.07027,-0.07469,-0.3628,-0.1769,-0.2522,0.1258,0.5245,0.5655,-0.5498
1086634,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.2056,0.06307,-0.08665,-0.1254,-0.1667,0.02306,-0.2322,0.05746,0.0288
1091018,-5.836,2.071,0.0996,0.001641,5.068,8.339,1.945,101.9,0.005936,0.02822,0.1226,0.07747,-1.577,-0.06824,0.005229,0.2121,0.2067
1088014,-14.31,6.5,0.1459,-0.184,-7.924,-9.973,0.2321,-17.02,0.1711,0.05145,0.021864132,0.000104009,1.642,-0.09515,0.2651,-0.1976,0.7932
1090442,-3.943,-5.719,0.1273,0.2951,37.07,12.56,1.312,-4.889,-0.005987,0.01733,-0.1993,-0.1151,-1.377,-0.3401,-0.3631,0.396,-0.5274
1087040,0.07544,-2.102,0.1306,-0.4615,39.24,29.58,1.214,23.83,0.1316,0.09107,0.7003,0.31,0.05985,-0.222,-0.1946,-0.159,0.09888
1096166,6.393,6.007,-0.04091,-0.1052,-12.02,-12.28,-0.7687,0.3048,0.09138,0.01286,-0.2908,-0.1624,0.09746,-0.1734,-0.04679,0.1975,-0.2155
1091060,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,-0.05212,0.002494,0.1602,0.05478,-1.182,-0.08819,-0.01556,0.1383,0.5559
1093606,2.887,3.076,-0.1135,-0.03275,6.896,12.5,0.2387,28.31,0.09099,0.1137,-0.1013,-0.02366,0.4672,-0.2333,0.1115,-0.08768,0.3666
1084734,11.79,5.255,0.002904,0.06457,-23.84,-19.03,-0.3843,-4.917,-0.08958,-0.0419,0.04508,0.0409,0.09622,0.724,0.5328,-0.0952,-0.1107
1085980,15.38,-6.89,-0.08566,0.1965,5.408,6.566,1.185,43.52,-0.04656,-0.0384,0.9278,0.1158,-0.01962,-0.2073,0.5141,-0.4314,-0.6171
1094112,-2.033,-4.023,0.05397,0.005384,30.19,18.96,1.748,112.4,0.2142,0.03346,-0.3278,0.01564,-0.6761,-0.579,-0.2775,0.4252,-0.1508
1082412,15.93,-4.344,0.01083,0.377,7.171,6.387,1.19,58.71,0.2703,0.142,0.3989,0.143,-0.1012,-0.147,-0.2465,-0.3248,-0.1157
1090652,0.5525,-1.557,0.07194,0.2188,18.35,9.699,1.94,72.66,0.5004,0.1457,-0.6816,-0.3377,-0.5321,-0.2651,-0.3805,-0.0237,-0.4631
1092560,1.515,4.713,-0.08658,0.157,-2.223,2.534,-0.6988,-21.21,-0.1017,-0.03293,0.05593,0.09061,-2.224,-0.06711,0.1615,0.7168,0.8408
1093222,-2.735,5.06,-0.05835,0.3279,-29.8,-22.7,-0.9446,-29.94,0.2407,0.07357,-0.06802,0.01874,0.1121,-0.1303,0.2979,0.203,0.4548
1086438,-9.242,0.833,0.003646,-0.05068,7.247,4.106,0.3337,-6.13,-0.1851,-0.04605,0.03097,-0.01487,-0.4653,0.4896,0.2297,-0.06583,-0.5341
1082584,12.21,3.969,0.0715,0.1805,-10.2,1.599,0.6683,39.6,0.3143,0.1455,0.1928,0.1511,-0.4196,0.03701,-0.01515,-0.239,-0.1838
1088936,1.843,-3.682,-0.08587,0.109,26.7,6.446,0.6326,46.69,0.1767,0.09198,-0.1058,0.04216,-0.2584,1.709,1.147,0.006594,0.6539
1087822,0.4371,1.832,0.03443,-0.1778,-7.282,7.423,1.367,79.38,0.001386,0.01185,0.2868,0.1113,0.1376,1.091,0.9452,0.08166,0.6344
1082210,-20.85,-0.8779,-0.04411,-0.3004,-17.42,-6.592,-0.05017,14.9,0.1028,0.03207,0.021864132,0.000104009,0.5053,0.09919,0.3954,0.04252,0.9409
1084330,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.1168,0.05085,-0.48,-0.2189,0.1774,-0.1174,-0.09401,0.02904,0.1732
1095230,-2.184,-3.271,-0.09308,0.1262,-27.36,5.446,-0.1534,-36.76,0.0451,-0.008595,0.6952,0.2381,-0.7928,0.2493,0.1532,-0.1936,-0.4623
1090008,5.651,-6.363,0.07489,-0.1723,17.73,19.33,0.5034,22.98,-0.1971,-0.07682,-0.03976,-0.0002585,-1.336,-0.8265,-0.9531,0.6807,-1.059
1084006,17.95,9.594,0.05338,0.2058,-39.23,-21.22,-0.03027,4.273,-0.3258,-0.1453,0.021864132,0.000104009,0.8945,-0.4867,-0.1985,-0.3074,0.5
1083204,40.32,-0.2069,-0.1256,0.5048,-43.01,-13.84,-0.3912,12.69,0.4299,0.1196,0.2251,0.1276,0.515,0.1949,0.1233,0.08495,0.5996
1080086,17.86,-2.966,-0.1314,0.4857,-21.28,-1.957,0.401,0.9306,0.3485,0.0993,-0.2473,-0.08992,0.3844,0.272,0.1522,0.2905,-0.07945
1095934,6.3,0.6011,0.1172,-0.208,26.11,2.075,0.7882,-27.67,0.1077,0.0277,-0.2804,-0.1567,-0.1409,-0.463,-0.7078,0.1839,-1.093
1087620,-1.394,-7.52,-0.0865,0.03883,50.25,18.41,1.631,76.09,0.1536,0.1281,-0.2759,-0.1228,-0.8964,-0.6171,-0.1526,0.3237,-0.3235
1092922,-7.036,1.142,0.2087,-0.384,4.675,8.07,-0.3083,-20.93,0.1752,0.06275,-0.1228,-0.1034,0.472,-0.5649,-0.3722,0.09227,-0.4235
1080646,8.052,4.835,-0.009452,-0.01259,-29.34,-19.35,-0.8125,-14.97,-0.5925,-0.2387,0.6906,0.3506,1.799,-0.7638,0.1171,-0.2314,-0.07572
1095216,3.36,-5.933,-0.09113,0.4857,-31.75,-7.464,-1.245,-37.08,0.2546,0.1188,0.3651,0.1537,-0.028015713,0.068201646,0.086215615,0.044589028,0.064736937
1093934,0.967,3.161,-0.01816,0.2417,4.218,3.854,1.059,72.32,-0.5167,-0.2153,1.129,0.3856,0.1249,0.4555,0.4652,0.02243,0.0644
1084172,6.351,10.22,0.1567,0.1128,27.43,1.398,0.3829,-2.276,-0.1549,-0.01954,0.5722,0.331,0.2642,-0.7589,0.03623,-0.1294,0.7143
1083820,2.033,6.206,0.05774,-0.2353,25.51,6.127,-0.0645,-1.487,0.2988,0.09672,-0.1201,-0.06221,1.448,0.03597,0.1719,-0.3178,-0.1885
1087324,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.3894,0.1824,0.06145,0.06763,0.1672,0.1984,0.3655,0.1769,0.2844
1091014,-13,2.657,0.05012,-0.1222,13.2,10.77,1.184,51.98,0.09512,0.01341,0.5963,0.2716,-1.336,-0.2053,0.0113,0.139,0.3184
1091646,-6.816,1.148,-0.09617,-0.3095,-31.74,-11.72,-0.1071,38.3,0.1167,0.02613,-0.511,-0.2183,1.045,0.7089,0.7648,-0.1657,1.155
1084732,3.961,-1.382,-0.04558,0.435,-0.9313,-8.331,0.09237,59.99,0.1408,0.09035,0.03338,-0.006442,0.3469,0.2405,0.002284,-0.1234,0.211
1093778,-9.662,0.8227,0.02439,-0.2049,52.79,39.48,1.895,100.6,0.09793,0.1392,-0.1405,-0.07087,-0.006099,-0.2284,-0.04524,-0.1549,-0.07183
1083922,-8.244,-0.9336,0.03911,-0.07762,8.654,18.24,0.7224,33.72,0.3265,0.07941,0.2198,0.1263,1.179,-0.283,0.09899,-0.515,-0.2439
1093440,-4.765,3.417,-0.05488,0.1603,-40.15,-22.46,-0.2661,42.88,0.01015,0.007606,0.2825,0.04826,0.3811,-0.3595,0.3545,-0.33,0.8888
1093262,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.4176,0.1124,-0.1209,-0.02563,-0.2607,0.2837,0.4261,0.1991,0.2634
1088842,-6.843,-4.998,-0.1349,0.2369,-55.88,-19.69,-1.064,19.34,0.3402,0.1312,0.2163,0.1365,-0.1598,1.981,1.288,-0.1342,0.8214
1091232,-12.75,-6.164,0.07637,-0.3189,49.5,14.17,0.2908,3.786,0.03067,0.008084,0.253,0.1759,-0.6478,-0.2145,-0.2498,0.2334,0.2767
1088010,-11.68,5.322,0.05866,-0.07388,-14.42,-0.301,0.2557,5.17,0.2921,0.122,-0.4007,-0.2253,2.169,-0.4007,-0.1108,-0.3781,1.042
1082562,-7.016,-2.743,0.09058,0.03346,13.77,8.104,1.532,34.97,0.3675,0.1723,0.5289,0.1426,-0.2839,0.01139,-0.2113,-0.2831,-0.2699
1082726,10.38,10.94,0.01995,0.05298,-72.24,-24.02,-1.834,-124.1,-0.1057,0.0114,0.5601,0.04181,-0.354,-0.7613,-0.2159,0.03825,0.443
1092030,23.46,-5.421,-0.07482,0.5743,1.655,-0.4273,-0.7988,-27.15,0.2246,0.1277,0.05731,0.1006,-0.1743,-0.7683,-0.6981,0.1938,0.3114
1091302,-2.86,-3.561,0.1639,-0.2273,46.4,31.08,1.531,85.51,-0.1598,-0.05857,0.021864132,0.000104009,0.07041,-0.2694,-0.4395,0.1665,0.2714
1084630,3.411,0.6176,-0.02873,-0.1731,-14.42,-9.003,0.352,66.6,-0.08192,-0.02784,0.2806,0.05591,0.8705,0.4246,0.2742,-0.3085,0.1322
1081650,28.97,1.357,0.137,0.6451,38.42,25.03,1.678,38.83,0.1737,0.02857,0.9798,0.2943,0.541,-0.4194,-0.3761,-0.3939,-0.7266
1091552,24.82,-6.625,0.08833,0.4651,20.97,27.48,1.674,62.57,0.2119,0.07358,0.519,-0.04534,-0.2351,0.01541,-0.1982,-0.05135,-0.8276
1084516,19.43,-3.963,0.07788,0.5291,20.02,12.81,1.107,40.98,0.1975,0.08997,0.358,-0.03344,-0.6261,-0.5667,-0.4925,0.2406,-0.494
1081260,-4.391,1.425,0.01821,0.2166,15.96,-2.512,-0.09791,-33.9,-0.08862,0.02285,0.4791,0.1292,-0.7195,-0.2246,-0.6535,0.03432,0.3736
1086326,-17.34,10.44,-0.0505,-0.3585,-23.9,-12.63,-1.421,-4.607,-0.1435,-0.01409,0.1402,0.1854,-0.028015713,0.068201646,0.086215615,0.044589028,0.064736937
1089626,13.93,-4.191,0.1083,0.004924,65.38,40.92,2.457,102.3,-0.1159,-0.01726,0.1026,-0.03274,-1.423,0.284,-0.03898,0.4428,-0.3848
1089254,-19.64,5.968,-0.02579,0.03098,-40.62,-13.44,-0.3498,36.18,0.1934,0.06623,-0.3314,-0.1166,-0.3118,-0.2017,-0.05869,0.01509,0.1333
1093216,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.1785,0.0737,-0.2379,-0.03683,-0.2607,0.2837,0.4261,0.1991,0.2634
1086920,15.83,-0.9328,-0.1098,0.2624,-41.96,-19.73,-1.437,-23.29,0.01212,0.005886,-0.3268,-0.151,0.8339,0.7745,0.5499,-0.2492,0.1197
1087078,4.194,-0.4809,0.07228,-0.1923,63.28,31.26,0.7726,10.04,0.028,0.1176,0.612,0.2271,0.6459,0.3977,-0.03554,-0.4299,0.01037
1089214,-17.28,2.33,-0.04471,-0.1026,-29.39,-7.602,0.2102,66.51,0.1428,0.06927,-0.3272,-0.1081,0.2712,-0.08136,0.1688,-0.1913,0.1459
1090636,49.15,-2.651,0.1397,0.7141,54.64,25.95,2.082,95.21,0.5708,0.1421,-0.6916,-0.3384,-0.2062,-0.2206,-0.4665,-0.01957,-0.5821
1085276,-6.514,-0.4018,0.2901,-0.2858,47.97,25.37,2.738,45.5,-0.06625,-0.004777,-0.4837,-0.2737,0.8182,-0.4864,-0.9762,-0.1179,-0.4927
1085430,18.69,1.118,-0.1423,0.496,-38.58,-16.2,0.1974,13.87,0.0959,0.07082,0.589,0.1165,-0.5038,1.354,0.8883,0.2519,-0.1891
1086512,-11.62,4.294,-0.008054,0.02801,-48.13,-16.9,-1.536,-60.38,-0.2891,-0.08091,-0.01169,-0.04723,0.0619,0.03512,0.03682,-0.1551,0.1998
1088040,-16.12,-0.5156,0.01208,-0.1628,-0.7923,-0.5716,-0.1617,-3.883,0.2532,0.07579,-0.4267,-0.2226,1.908,0.07634,0.1368,-0.517,0.7972
1091666,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.1158,0.03128,-0.4879,-0.1619,0.5367,0.6545,0.6728,-0.05555,0.6334
1093360,0.02409,0.629,-0.01719,-0.1537,17.26,14.77,-0.3644,3.888,0.2381,0.06128,-0.2554,-0.0846,-0.4087,0.2722,0.09786,0.1845,0.01835
1086718,14.98,-6.225,-0.04994,0.5326,26.48,14.86,0.8565,82.83,-0.1789,-0.08922,0.021864132,0.000104009,-0.2408,0.007509,-0.3036,-0.09031,0.255
1088638,-0.6855,2.387,-0.05118,0.1492,-14.12,-9.656,-0.9261,-6.855,0.0617,0.0372,0.001802,0.02778,-0.5907,0.7021,0.7252,0.2774,0.9127
1080116,31.32,0.1854,-0.135,0.4708,-21.27,-12.61,-0.07391,29.29,0.3695,0.1516,-0.2504,-0.08957,0.01003,0.2652,0.03285,0.2464,0.3826
1082218,-15.46,-3.59,-0.009606,-0.2704,8.433,2.244,0.4356,51.84,0.1012,0.1187,-0.1544,-0.1143,1.12,0.05951,0.6653,-0.1517,1.319
1082644,18.2,2.674,-0.05705,0.122,-44.72,-22.08,-1.12,-42.26,-0.2457,-0.1039,0.1078,-0.03232,0.209,-0.7115,0.1128,0.01978,-0.09149
1087454,18.43,4.89,-0.05692,0.006041,-18.49,-5.154,1.05,48.81,-0.07269,-0.05834,0.1272,0.135,0.9703,1.042,0.7107,-0.2629,-0.0992
1086658,18.52,1.078,-0.03498,0.5452,-8.788,-7.352,0.3713,66.13,0.05367,0.04143,0.4426,0.08905,-0.225,-0.1212,-0.3266,0.01484,-0.252
1087330,14.4,2.216,-0.1622,0.4526,-11.01,-5.774,-0.0831,42.36,0.4199,0.1774,-0.2508,-0.05641,0.5628,0.04581,0.2268,0.08541,0.3625
1088430,-9.943,-3.12,0.01158,-0.1299,29.35,22.13,0.4814,-19.03,0.3519,0.1679,-0.1829,0.05824,-0.03301,-0.4004,-0.1481,0.2061,-0.06189
1081862,-4.533,-3.974,0.01062,-0.03835,23.35,3.733,-0.0753,-18.59,-0.1152,-0.01696,-0.05765,0.02009,-1.411,0.9417,0.4279,0.2146,0.05673
1082288,-6.739,-5.389,-0.05982,-0.3513,1.016,-3.561,-0.2456,6.258,0.1583,0.06456,-0.02205,0.0377,-0.028015713,0.068201646,0.086215615,0.044589028,0.064736937
1093214,-7.324,1.706,-0.09658,0.08198,-34.11,-11.88,-2.199,-45.59,0.3493,0.08955,-0.1714,0.03192,-0.1286,0.293,0.4343,0.0525,0.3743
1082098,-4.509,-3.723,0.03156,-0.114,-1.404,4.347,0.2172,0.5606,0.1869,0.08626,-0.3807,-0.208,0.1881,-0.4128,-0.008124,0.1924,-0.101
1080282,5.666,1.288,0.02395,0.04949,21.93,14.48,1.092,-15.03,0.3351,0.147,0.2339,0.09227,0.2804,0.2646,0.1687,0.1429,0.4979
1080132,11.62,-3.425,-0.1473,0.369,4.171,-7.649,0.4682,33.6,0.3952,0.1482,-0.2233,-0.07737,0.4702,-0.1547,-0.3593,0.03246,0.6853
1082182,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.1067,0.01316,-0.3984,-0.2115,0.2051,-0.309,-0.02791,0.2593,-0.1086
1094050,-17.93,-5.668,-0.0477,-0.05985,37,23.23,1.863,66.47,0.134,0.05476,-0.4101,-0.1545,-0.3102,-1.04,-0.4007,0.1845,0.05752
1090428,-2.887,-6.086,0.03282,0.1477,39.13,17.97,1.061,-1.932,-0.1753,-0.04311,-0.2147,-0.117,-1.308,-0.1616,-0.6563,0.2892,-0.6433
